"Const","Writer","Actors","Plot","Language","Country","Awards","Poster","Rotten Tomatoes","Your.Rating","Date.Rated","Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors","AFI","Theater","Service","Decade","Seen"
"tt0021749","Charles Chaplin, Harry Carr, Harry Crocker","Charles Chaplin, Virginia Cherrill, Florence Lee","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","None, English","United States","3 wins","https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","96%",NA,NA,"City Lights","https://www.imdb.com/title/tt0021749/","movie",8.5,87,1931,"Comedy, Drama, Romance",191215,"1931-01-30","Charles Chaplin",NA,NA,NA,"1930s","No"
"tt0049730","Frank S. Nugent, Alan Le May","John Wayne, Jeffrey Hunter, Vera Miles","An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.","English, Navajo, Spanish","United States","3 wins & 3 nominations","https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","96%",NA,NA,"The Searchers","https://www.imdb.com/title/tt0049730/","movie",7.8,119,1956,"Adventure, Drama, Western",93878,"1956-05-16","John Ford",NA,NA,NA,"1950s","No"
"tt0076759","George Lucas","Mark Hamill, Harrison Ford, Carrie Fisher","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vad","English","United States","Won 7 Oscars. 63 wins & 29 nominations total","https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","92%",7,"2022-05-05","Star Wars","https://www.imdb.com/title/tt0076759/","movie",8.6,121,1977,"Action, Adventure, Fantasy, Sci-Fi",1412667,"1977-05-25","George Lucas","2022-03-18",NA,NA,"1970s","Yes"
"tt0054215","Joseph Stefano, Robert Bloch","Anthony Perkins, Janet Leigh, Vera Miles","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.","English","United States","Nominated for 4 Oscars. 7 wins & 14 nominations total","https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","96%",8,"2021-07-09","Psycho","https://www.imdb.com/title/tt0054215/","movie",8.5,109,1960,"Horror, Mystery, Thriller",697992,"1960-06-16","Alfred Hitchcock",NA,NA,NA,"1960s","Yes"
"tt0062622","Stanley Kubrick, Arthur C. Clarke","Keir Dullea, Gary Lockwood, William Sylvester","The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomput","English, Russian, French","United Kingdom, United States","Won 1 Oscar. 16 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","92%",10,"2021-07-09","2001: A Space Odyssey","https://www.imdb.com/title/tt0062622/","movie",8.3,149,1968,"Adventure, Sci-Fi",697555,"1968-04-02","Stanley Kubrick","2021-09-11",NA,NA,"1960s","Yes"
"tt0043014","Charles Brackett, Billy Wilder, D.M. Marshman Jr.","William Holden, Gloria Swanson, Erich von Stroheim","A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.","English","United States","Won 3 Oscars. 18 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_SX300.jpg","98%",8,"2021-07-09","Sunset Blvd.","https://www.imdb.com/title/tt0043014/","movie",8.4,110,1950,"Drama, Film-Noir",230235,"1950-08-04","Billy Wilder",NA,NA,NA,"1950s","Yes"
"tt0061722","Calder Willingham, Buck Henry, Charles Webb","Dustin Hoffman, Anne Bancroft, Katharine Ross","A disillusioned college graduate finds himself torn between his older lover and her daughter.","English","United States","Won 1 Oscar. 21 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX300.jpg","87%",8,"2021-07-09","The Graduate","https://www.imdb.com/title/tt0061722/","movie",8,106,1967,"Comedy, Drama, Romance",283206,"1967-12-20","Mike Nichols",NA,NA,"Prime","1960s","Yes"
"tt0017925","Buster Keaton, Clyde Bruckman, Al Boasberg","Buster Keaton, Marion Mack, Glen Cavender","After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy","English","United States","2 wins & 1 nomination","https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","92%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAs","No"
"tt0047296","Budd Schulberg, Malcolm Johnson, Robert Siodmak","Marlon Brando, Karl Malden, Lee J. Cobb","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","English","United States","Won 8 Oscars. 30 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","99%",9,"2022-08-06","On the Waterfront","https://www.imdb.com/title/tt0047296/","movie",8.1,108,1954,"Crime, Drama, Thriller",160595,"1954-06-22","Elia Kazan","2022-07-05",NA,NA,"1950s","Yes"
"tt0038650","Frances Goodrich, Albert Hackett, Frank Capra","James Stewart, Donna Reed, Lionel Barrymore","An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.","English, French","United States","Nominated for 5 Oscars. 6 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg","94%",8,"2021-07-09","It's a Wonderful Life","https://www.imdb.com/title/tt0038650/","movie",8.6,130,1946,"Drama, Family, Fantasy, Romance",478667,"1946-12-20","Frank Capra",NA,NA,"Prime","1940s","Yes"
"tt0071315","Robert Towne, Roman Polanski","Jack Nicholson, Faye Dunaway, John Huston","A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","English, Cantonese, Spanish","United States","Won 1 Oscar. 21 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","99%",8,"2022-01-13","Chinatown","https://www.imdb.com/title/tt0071315/","movie",8.2,130,1974,"Drama, Mystery, Thriller",339644,"1974-06-19","Roman Polanski",NA,NA,"Prime","1970s","Yes"
"tt0053291","Billy Wilder, I.A.L. Diamond, Robert Thoeren","Marilyn Monroe, Tony Curtis, Jack Lemmon","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","English","United States","Won 1 Oscar. 15 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","94%",8,"2021-07-09","Some Like It Hot","https://www.imdb.com/title/tt0053291/","movie",8.2,121,1959,"Comedy, Music, Romance",276678,"1959-03-19","Billy Wilder",NA,NA,NA,"1950s","Yes"
"tt0032551","Nunnally Johnson, John Steinbeck","Henry Fonda, Jane Darwell, John Carradine","An Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.","English","United States","Won 2 Oscars. 10 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","100%",7,"2023-08-29","The Grapes of Wrath","https://www.imdb.com/title/tt0032551/","movie",8.1,129,1940,"Drama",97558,"1940-01-24","John Ford",NA,NA,NA,"1940s","Yes"
"tt0083866","Melissa Mathison","Henry Thomas, Drew Barrymore, Peter Coyote","A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.","English","United States","Won 4 Oscars. 52 wins & 36 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","99%",8,"2021-07-09","E.T. the Extra-Terrestrial","https://www.imdb.com/title/tt0083866/","movie",7.9,115,1982,"Adventure, Family, Sci-Fi",426080,"1982-05-26","Steven Spielberg",NA,NA,NA,"1980s","Yes"
"tt0056592","Harper Lee, Horton Foote","Gregory Peck, John Megna, Frank Overton","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.","English","United States","Won 3 Oscars. 14 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","93%",8,"2021-07-09","To Kill a Mockingbird","https://www.imdb.com/title/tt0056592/","movie",8.3,129,1962,"Crime, Drama",325995,"1962-12-25","Robert Mulligan",NA,NA,NA,"1960s","Yes"
"tt0031679","Sidney Buchman, Lewis R. Foster, Myles Connolly","James Stewart, Jean Arthur, Claude Rains","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his char","English","United States","Won 1 Oscar. 6 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","85%",8,"2022-05-21","Mr. Smith Goes to Washington","https://www.imdb.com/title/tt0031679/","movie",8.1,129,1939,"Comedy, Drama",118937,"1939-10-17","Frank Capra","2022-05-19",NA,NA,"1930s","Yes"
"tt0044706","Carl Foreman, John W. Cunningham","Gary Cooper, Grace Kelly, Thomas Mitchell","A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.","English, Spanish","United States","Won 4 Oscars. 17 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","95%",NA,NA,"High Noon","https://www.imdb.com/title/tt0044706/","movie",8,85,1952,"Drama, Thriller, Western",108071,"1952-05-01","Fred Zinnemann",NA,NA,NA,"1950s","No"
"tt0042192","Joseph L. Mankiewicz, Mary Orr","Bette Davis, Anne Baxter, George Sanders","A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.","English, French","United States","Won 6 Oscars. 26 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg","99%",9,"2023-07-14","All About Eve","https://www.imdb.com/title/tt0042192/","movie",8.2,138,1950,"Drama",135717,"1950-10-13","Joseph L. Mankiewicz",NA,NA,NA,"1950s","Yes"
"tt0036775","Billy Wilder, Raymond Chandler, James M. Cain","Fred MacMurray, Barbara Stanwyck, Edward G. Robinson","A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.","English","United States","Nominated for 7 Oscars. 2 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BZGRiNGQ0NzUtZjczMS00ZjIzLWI4NjAtY2ZiNTM2MGQxZGFiXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg","97%",9,"2022-11-13","Double Indemnity","https://www.imdb.com/title/tt0036775/","movie",8.3,107,1944,"Crime, Drama, Film-Noir, Mystery, Thriller",163115,"1944-04-24","Billy Wilder",NA,NA,NA,"1940s","Yes"
"tt0078788","John Milius, Francis Ford Coppola, Michael Herr","Martin Sheen, Marlon Brando, Robert Duvall","A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.","English, French, Vietnamese","United States","Won 2 Oscars. 21 wins & 33 nominations total","https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","98%",9,"2021-07-09","Apocalypse Now","https://www.imdb.com/title/tt0078788/","movie",8.4,147,1979,"Drama, Mystery, War",691432,"1979-05-19","Francis Ford Coppola","2022-06-21",NA,NA,"1970s","Yes"
"tt0033870","John Huston, Dashiell Hammett","Humphrey Bogart, Mary Astor, Gladys George","San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.","English","United States","Nominated for 3 Oscars. 5 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","100%",8,"2021-07-09","The Maltese Falcon","https://www.imdb.com/title/tt0033870/","movie",8,100,1941,"Crime, Film-Noir, Mystery, Romance",163715,"1941-10-03","John Huston","2021-08-14",NA,NA,"1940s","Yes"
"tt0071562","Francis Ford Coppola, Mario Puzo","Al Pacino, Robert De Niro, Robert Duvall","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","English, Italian, Spanish, Latin, Sicilian","United States","Won 6 Oscars. 17 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","96%",9,"2021-07-09","The Godfather Part II","https://www.imdb.com/title/tt0071562/","movie",9,202,1974,"Crime, Drama",1323562,"1974-12-12","Francis Ford Coppola",NA,NA,NA,"1970s","Yes"
"tt0073486","Lawrence Hauben, Bo Goldman, Ken Kesey","Jack Nicholson, Louise Fletcher, Michael Berryman","A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.","English","United States","Won 5 Oscars. 38 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","94%",10,"2023-05-07","One Flew Over the Cuckoo's Nest","https://www.imdb.com/title/tt0073486/","movie",8.7,133,1975,"Drama",1042882,"1975-11-19","Milos Forman",NA,NA,NA,"1970s","Yes"
"tt0029583","Jacob Grimm, Wilhelm Grimm, Ted Sears","Adriana Caselotti, Harry Stockwell, Lucille La Verne","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","English","United States","Won 1 Oscar. 11 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_SX300.jpg",NA,7,"2021-07-09","Snow White and the Seven Dwarfs","https://www.imdb.com/title/tt0029583/","movie",7.6,83,1937,"Animation, Adventure, Family, Fantasy, Musical, Romance",209657,"1937-12-21","William Cottrell, Perce Pearce, David Hand, Ben Sharpsteen, Wilfred Jackson, Larry Morey",NA,NA,NA,"1930s","Yes"
"tt0075686","Woody Allen, Marshall Brickman","Woody Allen, Diane Keaton, Tony Roberts","Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.","English, German","United States","Won 4 Oscars. 31 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","96%",8,"2023-08-23","Annie Hall","https://www.imdb.com/title/tt0075686/","movie",8,93,1977,"Comedy, Romance",272678,"1977-03-27","Woody Allen",NA,NA,NA,"1970s","Yes"
"tt0050212","Pierre Boulle, Carl Foreman, Michael Wilson","William Holden, Alec Guinness, Jack Hawkins","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.","English, Japanese, Thai","United Kingdom, United States","Won 7 Oscars. 30 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg","96%",7,"2021-09-16","The Bridge on the River Kwai","https://www.imdb.com/title/tt0050212/","movie",8.1,161,1957,"Adventure, Drama, War",228348,"1957-10-02","David Lean",NA,NA,NA,"1950s","Yes"
"tt0036868","Robert E. Sherwood, MacKinlay Kantor","Myrna Loy, Dana Andrews, Fredric March","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","English","United States","Won 8 Oscars. 21 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","98%",9,"2022-03-26","The Best Years of Our Lives","https://www.imdb.com/title/tt0036868/","movie",8.1,170,1946,"Drama, Romance, War",68299,"1946-11-21","William Wyler",NA,NA,"Prime","1940s","Yes"
"tt0040897","John Huston, B. Traven","Humphrey Bogart, Walter Huston, Tim Holt","Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.","English, Spanish","United States","Won 3 Oscars. 16 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","100%",7,"2022-04-06","The Treasure of the Sierra Madre","https://www.imdb.com/title/tt0040897/","movie",8.2,126,1947,"Adventure, Drama, Western",129623,"1947-12-31","John Huston",NA,NA,NA,"1940s","Yes"
